"pathway","pval","padj","log2err","ES","NES","size","leadingEdge","source"
"GSE2585_CTEC_VS_THYMIC_MACROPHAGE_UP",0.00103985869555884,0.0112289472026945,0.45505986738723,0.236386817650988,1.48867548336156,170,"NCAM1;TNNC1;COL4A1;MEDAG;COL14A1;ITGA7;FLNC;COL1A1;UNC5C;C3orf70;TMEM119;GNAZ;STAB1;BST1;DOK5;C3;SCN7A;DCN;SLC24A3;CFH;MEX3B;ALDH1L2;LYNX1;F13A1;GREM2;REEP1;IGFBP7","C7_IMMUNO"
"GSE21927_SPLEEN_C57BL6_VS_EL4_TUMOR_BALBC_MONOCYTES_DN",0.00104571068072614,0.0112829370025536,0.45505986738723,-0.340220541610098,-1.55358301919273,188,"PSAT1;HK2;MTHFD2L;JPT2;HMGB3;UBA5;CMC2;DKC1;NSMCE4A;IARS2;DNAAF2;FANCL;ODC1;WDR77;SNRPE;POLR2H;GRSF1;DPP3;MRPL40;FKBP4;GNL2;SNRNP40;ORC6;SNRPF;ALG8;BYSL;CRELD2;EMG1;PHGDH;URB2;MRPS14;ECD;GRPEL1;ZWILCH;MAPKAPK3;MED20;SEC61B;UTP18;MRPS30;RAB11A;TUBG1;TTLL12;NUP188;PSMG1;HSBP1;PDIA4;SLBP;FASTKD3;PSME2;DLD","C7_IMMUNO"
"GSE23321_CD8_STEM_CELL_MEMORY_VS_NAIVE_CD8_TCELL_UP",0.00104957771560093,0.0113062322024741,0.45505986738723,-0.348463706788375,-1.58119229343835,174,"BICDL1;MSMO1;SLC17A5;MT1G;PDIA5;MCOLN2;UBE2E3;PKIA;DDAH1;SELENOT;PIGW;NFYA;RPIA;PTPMT1;SLC35B1;PYCR1;RRS1;FASTKD5;ALCAM;NAA25;FDX1;TTLL4;NOL6;GNL2;HMGCS1;MPLKIP;TRMT6;LMBR1;IRAK2;CKS2;SELENOS;THRB;ZNF614;RCC2;SNHG15;THOP1;SDHB;TOMM34;EI24;ECD;LETM1;FOXN3-AS1;MRPL32;COX20;NOL10;PHF6;MED9;CAPRIN1;SETD9;STRAP","C7_IMMUNO"
"GSE6269_HEALTHY_VS_STAPH_PNEUMO_INF_PBMC_UP",0.00104957771560093,0.0113062322024741,0.45505986738723,-0.348332997143925,-1.58059918408878,174,"MIPEP;PSD4;SLC25A17;TMEM268;GTF2H5;TMEM97;GEMIN4;DKC1;SLC25A38;CUL4A;ADGRG1;TRAPPC4;MIA3;EIPR1;ACYP1;POLR2H;AGAP4;KRBOX4;HS3ST1;DPH5;DNAJC16;OARD1;RAD51C;TARS2;SGSM3;IVD;EXOSC7;SNRNP35;SUGP2;ADSL;WDR59;PAN2;PLA2G6;GTF2H2;AKAP17A;EFL1;CLN8;SEC24C;IRF8;RXYLT1;POLR2G;LONP2;TCP1;PRDM10;TSR1;DIDO1;EIF2B5;SEC13;PIGG;TMCO6","C7_IMMUNO"
"GSE17721_LPS_VS_PAM3CSK4_4H_BMDC_DN",0.00110212129739215,0.0117729462808055,0.45505986738723,-0.331850800378777,-1.51656712938271,190,"TESK2;ANXA3;ACAT2;P2RX5;HLCS;MAGIX;DOLPP1;PCMTD2;GNG10;FASN;NUDCD2;SEC16A;PTPMT1;HTATIP2;CLK2;RRS1;ZNF600;CYB5A;BCDIN3D;MIA3;SRSF6;FARSB;RCOR1;GTF3C4;WDR75;GLUD1;SLC25A51;C6orf136;MRPL40;HMGCS1;NFU1;C18orf32;PIM3;ETFRF1;HEATR6;NDUFA7;TACC2;ATP6V1A;TMEM68;COX19;RPF2;CSE1L;PLA2G6;ZXDC;WDR45B;GALK2;EXOC8;ETFBKMT;ZC3H14;IFNGR2","C7_IMMUNO"
"GSE12845_IGD_NEG_BLOOD_VS_NAIVE_TONSIL_BCELL_UP",0.00110268550405611,0.0117729462808055,0.45505986738723,-0.339572520616195,-1.5511424979751,189,"RWDD2A;BAIAP3;TMEM135;PRKCD;USP18;GLRX2;LRRC42;BET1;JPT1;C11orf71;CASP7;MCUR1;FAM136A;NDUFB3;HTATIP2;NOP10;INTS7;RUVBL1;VNN2;PRDX3;TST;MRPL58;GTF2E2;ORMDL2;FDX1;RETSAT;OGT;SPATS2;NIF3L1;MOGS;TM9SF1;OAS2;UBFD1;ALG8;TLE1;SUMO1;MLX;TMEM230;UCHL3;TXN;TDP1;SEC61B;ITGB7;FKBP11;CAPRIN1;CHP1;SNRPG;ALG5;DNAAF5;PSME2","C7_IMMUNO"
"GSE19923_E2A_KO_VS_HEB_AND_E2A_KO_DP_THYMOCYTE_DN",0.0011246934898924,0.011988580606027,0.45505986738723,0.283979101742292,1.64815717607902,101,"GREM1;DDR2;PMP22;ADGRA2;NOVA1;DIO3;CHRD;SUSD5;COL6A2;LRRC32;B3GALT2;HRH2;FOLR2;DYNC1I1;CNPY4;CHD5;CD34;NAP1L3;RAB40A;CYP21A2;C1QA;LILRB5;RGS4;PDE1C;MCF2L2;SELP;APBB1;ATP8B2;RAMP3;CLEC10A;SDC2","C7_IMMUNO"
"GSE17974_0H_VS_6H_IN_VITRO_ACT_CD4_TCELL_DN",0.00114038325105116,0.012078027088533,0.45505986738723,-0.339130157132359,-1.54912181385707,189,"SLC7A1;ELMO3;UCK2;GRK3;RAB11FIP1;QDPR;PKIA;FAM241A;TOMM5;VBP1;TMEM223;IL1R1;MFSD3;PAICS;NANS;PUS3;ZMYND19;IMP3;XPOT;RAB27A;WDR3;TBL2;RUVBL1;MRPL17;ORMDL2;POLR2H;COA3;HYOU1;PIGM;GNL2;MYB;ZNF443;SNRPD3;MPLKIP;CCDC86;FRMD4B;CSTF3;GMPPB;GON7;GOT2;GPN3;URB2;VDAC1;UCHL3;EIF4E2;RANBP1;SAYSD1;UTP18;PPIL1;PITPNA","C7_IMMUNO"
"GSE26290_CTRL_VS_AKT_INHIBITOR_TREATED_ANTI_CD3_AND_IL2_STIM_CD8_TCELL_UP",0.00117000750633924,0.0123129804264112,0.45505986738723,0.250058159975948,1.52622654428839,143,"CASQ2;COL4A1;FILIP1L;INHBA;MASP1;CDH19;SFRP1;GLI2;DCLK1;GPM6A;SPON1;PLPP3;LEPR;COL15A1;NDN;ARHGEF4;ZNF365;IL1B;TGM2;ADCY3;ITPR1;NAP1L3;SLC6A9;ZNF835;PLA1A;EGR1;ENPP1;HACD1;SOX15;BAG2;NUAK1","C7_IMMUNO"
"GSE40274_CTRL_VS_SATB1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN",0.00117547967879614,0.0123607430242908,0.45505986738723,-0.357284673056533,-1.59253129748883,146,"PSAT1;TLCD1;PVT1;UCK2;REEP6;SLC35F2;ADAT2;BAMBI;ATP7B;GFPT1;DGAT2;AOC2;TAF9;POLR1B;CCR7;SRXN1;DKC1;DUS4L;XPOT;TFDP1;TBL2;RIPK2;PRMT3;TUBB2A;GART;YRDC;GCLC;SNRPD1;GOT1;NRARP;SNRPA1;UCHL5;TRMT6;CCDC85C;MRPS18B;TMEM17;CMTR2;MESD;WDR12;UMPS;MAPKAPK3;IDE;QTRT2;NUP43;MED9;BCL2L11;PSME3;LRRC8D;RRP12;PSMB5","C7_IMMUNO"
